web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582048-21","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-40-tfsi-s-line-12020614","AUDI A1 Sportback 40 TFSI S Line","Top A1 Sportback mit ABT Tuning (eingetragen) 240 PS!","CHF 25'900.–","02.2019","02.2019","46'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","200 PS (147 kW)","7.6 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAdaptive cruise controlAlu-Räder 7,5Jx18, 7-Speichen-Rotor-AmbientebeleuchtungAssist: Einparkhilfe hintenAssist: ParkassistentAssist: RückfahrkameraAudi Smartphone InterfaceAudi connect (3 Jahre)Audi drive selectAudi virtual cockpitArrow down iconMehr anzeigen","Garage Huber AG","Rütistrasse 41, 8634 Hombrechtikon","http://www.garage-huber.com","Geschäft 055 254 11 00"
"1733582051-22","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12024880","AUDI A1 Sportback 30 TFSI S Line Attraction","1. Hand CH Fahrzeug mit Werksgarantie & Gratis Service - Navigation - Virtual Cockpit - Finanzierung ist möglich","CHF 22'500.–","06.2021","06.2021","66'900 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6 l/100 km","Ja","Nein","Ja","Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen ...","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectAudi virtual cockpitArrow down iconMehr anzeigen","Sport Automobile","Seetalstrasse 2, 5503 Schafisheim","http://www.sportautomobile.ch","Verkauf 076 460 24 60"
"1733582053-23","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-attraction-tausilber-metallic-mmi-navigation-ruckfahrkamera-12022739","AUDI A1 Sportback 30 TFSI advanced Attraction *tausilber metallic - MMI Navigation - Rückfahrkamera*","CH Fahrzeug - tausilber metallic - MMI Navigation - Audi Soundsystem - Rückfahrkamera - Gratis Service bis 2033 / 100'000km","CHF 27'500.–","05.2023","05.2023","18'900 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","-","Ja","04.05.2023","Ja","Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen ...","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: BerganfahrassistentAssist: Einparkhilfe plusAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAudi drive selectKlima: 2-Zonen-KomfortklimaautomatikLackierung: Metallic-LackierungLicht: LED HeckleuchtenArrow down iconMehr anzeigen","Sport Automobile","Seetalstrasse 2, 5503 Schafisheim","http://www.sportautomobile.ch","Verkauf 076 460 24 60"
"1733582056-24","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12036231","AUDI A1 Sportback 35 TFSI S Line","Garantie:5J.*NaviPlus*Assistenzpaket*LED*Rückfahrkamera*VirtualCockpit*etc.*","CHF 33'800.–","09.2023","09.2023","6'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","-","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraAudi virtual cockpitDachhimmel in Stoff schwarzGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Innenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikLackierung: Dachkuppel in KontrastfarbeLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtMedia: Audi Phone BoxArrow down iconMehr anzeigen","Garage Huber AG Feldmeilen","Seestrasse 269, 8706 Feldmeilen","http://www.garage-huber.com","Geschäft 044 924 10 00"
"1733582058-25","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-10-tfsi-s-tronic-12036038","AUDI A1 Sportback 1.0 TFSI S-tronic","AUTOMAT, 5-TÜRER, FRISCH AB MFK, FRISCH AB SERVICE, GRATIS-SERVICE, FINANZIERUNG MÖGLICH","CHF 14'999.–","11.2016","11.2016","43'400 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","95 PS (70 kW)","4.4 l/100 km","Ja","Nein","Ja","Audi A1 Sportback 1.0 TFSI S-tronic
Jg. 11/2016 mit nur 43'400 km

*****Frisch ab MFK****

Benzin, 95 PS
Sequentielles 7-Gang-Getriebe
Multifunktionslenkrad
Tempomat ...","AusstattungenOptionale AusstattungEinparkhilfe vorne und hintenFahrer-InformationssystemMedia: Audi music interfaceMetallic-LackierungMittelarmlehne vorneTempomatSerienmässige Ausstattung3 Speichen-Sportlenkrad3-Punkt-Sicherheitsgurte auf allen Plätzen3-Sitz-RückbankAblagefachArrow down iconMehr anzeigen","Car Center Niederwil GmbH","Ergetenstrasse 7, 9203 Niederwil","http://www.carcenterniederwil.ch","Geschäft 071 920 07 07"
"1733582061-26","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-16-tdi-attraction-12037265","AUDI A1 1.6 TDI Attraction","In Kundenauftrag zu verkaufen, Servicegepflegt, Leder, Navi, Tel, Sitzeheizung, Parkschaden links hinten siehe Bilder","CHF 5'900.–","06.2011","06.2011","137'454 km","Schaltgetriebe manuell","Vorderradantrieb","Kleinwagen","Diesel","105 PS (77 kW)","3.8 l/100 km","Nein","Nein","Nein","Ankauf.- Verkauf & Eintausch

Für eine Probefahrt oder Besichtigung vor Ort nehmen Sie bitte mit uns Kontakt auf. 
Wir sind gerne für Sie da und freuen uns auf Ihren Besuch

In Kundenauftrag ...","AusstattungenSerienmässige Ausstattung3 Speichen-Sportlenkrad5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 6Jx15 7-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Aussenspiegel in WagenfarbeArrow down iconMehr anzeigen","acl Autocenter Linden GmbH","Altmannsteinstrasse 36, 8181 Höri","http://www.autocenter-linden.ch","Geschäft 076 381 20 03"
"1733582063-27","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-10-25-tfsi-s-line-s-tronic-1hand-5j-gar-smartphone-navi-acc-pdc-sportsitze-klima-12039947","AUDI A1 Sportback 1.0 25 TFSI S Line S-Tronic *1.HAND 5J GAR SMARTPHONE-NAVI ACC PDC SPORTSITZE KLIMA*","*NP Fr.40'080.- 1.HAND AUDI AG 5J GAR S-LINE SPORTSITZE*Smartphone-Interface Phone-box Virtual-Cockpit DAB+ Audi Sound mit Woofer 2-Zonen-Klima 17 Zoll Black-Pack getönte Scheiben Tempomat+Lane-Assist uvm.","CHF 24'799.–","08.2023","08.2023","9'900 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","95 PS (70 kW)","6.8 l/100 km","Ja","Nein","Ja","FACELIFT-MODELL 2023!


HIGHLIGHTS:

- 5 JAHRE / MAX.100'000KM WERKSGARANTIE BIS JULI  2028
- S-LINE AUSSEN
- BLACK-PACK
- VIRTUAL COCKPIT
- NAVI VIA SMARTPHONE-INTERFACE
- ...","AusstattungenSerienmässige AusstattungAdvanced Sportsitz in StoffAirbag Fahrer und BeifahrerseiteAnschlussgarantie für das 4.+ 5. Jahr/ 100'000 kmAudi Lane Assist (Spurverlassenswarnung)Audi Phone BoxAudi Sound SystemAudi connect Notruf & ServiceAudi hill hold assist (Berganfahrassistent)Audi pre sense frontAudi smartphone interfaceArrow down iconMehr anzeigen","PP SELECTION","Textilstrasse 3, 9320 Arbon","http://www.ppselection.ch","Geschäft 071 524 12 24"
"1733582066-28","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12033986","AUDI A1 Sportback 35 TFSI S Line","","CHF 41'500.–","Neues Fahrzeug","Neues Fahrzeug","11 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.7 l/100 km","Ja","Nein","Ja","[TV] schwarz - feinsilber (S line)
[D32] Kundenvorteil Paket ""Infotainment"" (2024 - WKC)
[M40E] distriktgrün-mythosschwarz
[7HB] Dekor: Interieurelemente in Kunstleder
[A41] Audi Swiss Service ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: SpurwechselwarnungAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Innenspiegel automatisch abblendbarArrow down iconMehr anzeigen","Garage Huber AG","Rütistrasse 41, 8634 Hombrechtikon","http://www.garage-huber.com","Geschäft 055 254 11 00"
"1733582068-29","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-12036672","AUDI A1 Sportback 30 TFSI S Line","CH-Fahrzeug, Rückfahrkamera, S-Line, Verkehrszeichenerkennung, Assistenzpaket, NAVI, LED Scheinwerfer, Sitzheizung, usw...","CHF 26'900.–","01.2023","01.2023","23'900 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","-","Ja","17.03.2023","Ja","°CH-Fahrzeug
°Rückfahrkamera
°S-Line
°Verkehrszeichenerkennung
°Assistenzpaket
°NAVI
°LED Scheinwerfer
°Sitzheizung
°Audi Smartphone Interface


Leasing ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAudi virtual cockpitDachhimmel in Stoff schwarzInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: Fernlicht-AssistentArrow down iconMehr anzeigen","Simplex Garage GmbH","Ronmatte 6a, 6033 Buchrain","","Geschäft 041 440 30 18"
"1733582071-30","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12041930","AUDI A1 Sportback 30 TFSI Attraction","***Geschwindigkeitsregelanlage, Navigation, Vordersitze heizbar, LED-Scheinwerfer, Gepäckraumpaket***","CHF 24'900.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungAssist: Audi pre sense frontAssist: BerganfahrassistentArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582074-31","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12041931","AUDI A1 Sportback 30 TFSI Attraction","***Geschwindigkeitsregelanlage, Navigation, Vordersitze heizbar, LED-Scheinwerfer, Gepäckraumpaket***","CHF 24'900.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungAssist: Audi pre sense frontAssist: BerganfahrassistentArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582076-32","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12041939","AUDI A1 Sportback 30 TFSI Attraction","***Geschwindigkeitsregelanlage, Navigation, LED-Scheinwerfer, Vordersitze heizbar, Mittelarmlehne vorne, Audi Sound System***","CHF 25'900.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungLackierung: Metallic-LackierungMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungAssist: Audi pre sense frontArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582079-33","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12043353","AUDI A1 Sportback 30 TFSI Attraction","***Geschwindigkeitsregelanlage, Navigation, LED-Scheinwerfer, Vordersitze heizbar, Mittelarmlehne vorne, Audi Sound System***","CHF 25'900.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungLackierung: Metallic-LackierungMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungAssist: Audi pre sense frontArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582082-34","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12043358","AUDI A1 Sportback 30 TFSI Attraction","***Geschwindigkeitsregelanlage, Navigation, LED-Scheinwerfer, Vordersitze heizbar, Mittelarmlehne vorne, Audi Sound System***","CHF 25'900.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungLackierung: Metallic-LackierungMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungAssist: Audi pre sense frontArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582085-35","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-10-turbo-1hand-ch-fz-gratis-servicepaket-garantie-12045175","AUDI A1 Sportback 25 TFSI 1.0 Turbo - *1.HAND / CH-FZ* - *GRATIS-SERVICEPAKET* - *GARANTIE*","*TOP-AUSSTATTUNG* - VIRTUAL COCKPIT, INFOTAINMENT-PAKET, NAVI, SPORTSITZE, SITZHEIZUNG, SOUNDSYSTEM, SPURASSIST, 8-FACH BER.","CHF 17'888.–","03.2021","03.2021","39'000 km","Schaltgetriebe manuell","Vorderradantrieb","Kleinwagen","Benzin","95 PS (70 kW)","6.5 l/100 km","Ja","Nein","Ja","**WUNDERSCHÖNER A1 SPORTBACK IN MANHATTAN-GRAU AUS 1. HAND, MIT TOP-AUSSTATTUNG, 8-FACH BEREIFUNG, GRATIS-SERVICEPAKET UND 12 MONATE GARANTIE, OHNE KM-BEGRENZUNG!**

Wie wäre es mit einem rassigen, ...","AusstattungenOptionale AusstattungAudi virtual cockpitLackierung: Metallic-LackierungLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemMedia: MMI Navigation plus mit MMI touchPaket: InfotainmentpaketAudi virtual cockpitLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemMedia: Vorbereitung für MMI Navigation plusPolster : advanced mit Sportsitz (Stoff Novum)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSitze: Vordersitze heizbarArrow down iconMehr anzeigen","OPTIMA AUTOMOBILE","Kaiserstuhlstrasse 64b, 8172 Niederglatt ZH","http://www.optima-automobile.ch","Geschäft 044 811 40 31"
"1733582087-36","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12038593","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 35'300.–","Neues Fahrzeug","Neues Fahrzeug","11 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[0E0E] mythosschwarz-mythosschwarz
[TV] schwarz - feinsilber (S line)
[WF6] Paket Technik
[3GD] Gepäckraumpaket
[4ZP] Optikpaket schwarz plus
[7HB] Dekor: Interieurelemente in Kunstleder
[A41] ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusArrow down iconMehr anzeigen","Garage Huber AG","Rütistrasse 41, 8634 Hombrechtikon","http://www.garage-huber.com","Geschäft 055 254 11 00"
"1733582090-37","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-12048226","AUDI A1 Sportback 30 TFSI advanced","***ACC, Navigationssystem, Rückfahrkamera, LED-Scheinwerfer, Smartphone Interface, Sportsitze vorne heizbar***","CHF 26'900.–","09.2023","09.2023","11'450 km","Automat","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","-","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Einparkhilfe plusAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAudi virtual cockpitAussenspiegel in WagenfarbeGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Innenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusArrow down iconMehr anzeigen","Heinz Stern AG","Baumastrasse-für Navi ""In der Mettlen 3"" eingeben, 8344 Bäretswil","http://www.heinzstern.ch","Geschäft 044 939 90 10"
"1733582092-38","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11538834","AUDI A1 Sportback 30 TFSI Attraction","","CHF 27'900.–","05.2024","05.2024","2'000 km","Schaltgetriebe manuell","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","-","Nein","Nein","Nein","","","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582095-39","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=9","","https://www.autoscout24.ch/de/d/audi-a1-16-tdi-attraction-11665809","AUDI A1 1.6 TDI Attraction","Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug","CHF 8'500.–","05.2011","05.2011","101'600 km","Schaltgetriebe manuell","Vorderradantrieb","Kleinwagen","Diesel","105 PS (77 kW)","3.9 l/100 km","Ja","03.07.2024","Nein","Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir ...","AusstattungenSerienmässige Ausstattung3 Speichen-Sportlenkrad5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 6Jx15 7-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Aussenspiegel in WagenfarbeArrow down iconMehr anzeigen","Doors Automobile GmbH","Fabrikstrasse 6, 8340 Hinwil","http://www.doorsautomobile.ch","Geschäft 076 515 14 31"
