web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,guarantee_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
1734006920-23,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-25-tdi-s-line-9299092,AUDI A4 2.5 TDI S-line,S-Line | sehr gut erhalten | Service gepflegt,CHF 6'999.–,Calendar icon01.2006Car iconLimousineRoad icon138'000 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon6.9 l/100 kmF,01.2006,138'000 km,Schaltgetriebe manuell,Vorderradantrieb,Limousine,Diesel,163 PS (120 kW),6.9 l/100 km,Nein,20.08.2020,Nein,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Arrow down iconMehr anzeigen,AUTO UNION,"Glatthaldestrasse 18a, 9230 Flawil",,Geschäft 079 446 10 01
1734006922-24,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-multitronic-11964322,AUDI A4 Avant 2.0 TDI multitronic,,CHF 8'900.–,Calendar icon05.2015Car iconKombiRoad icon222'321 kmGas station iconDieselTransmission iconStufenlosVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon4.7 l/100 kmB,05.2015,222'321 km,Stufenlos,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.7 l/100 km,Nein,19.01.2021,Nein,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat CVT sequentiellAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7.5x16J im 10-Speichen-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,G E R M A N Automobile,"Hönggerstrasse 36, 8103 Unterengstringen/ZH",,Mobil 079 215 15 53
1734006924-25,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-avant-20t-fsi-quattro-11965967,AUDI A4 Avant  2.0T FSI Quattro,,CHF 8'200.–,Calendar icon08.2009Car iconKombiRoad icon148'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon208 PS (155 kW)Drive type iconAllradConsumption icon8.5 l/100 kmG,08.2009,148'000 km,Automat,Allrad,Kombi,Benzin,208 PS (155 kW),8.5 l/100 km,Ja,04.11.2024,Nein,Service durchgeführt: Ölwechsel und Ölfilter,AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen Plätzen7-Stufen-Automat MultitronicAblagenpaketAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag Fahrer und BeifahrerAktive KopfstützenAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,Auto Swiss Salii,"Erlenstrasse 5, 8865 Bilten",,Geschäft 079 955 43 86
1734006927-26,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-quattro-s-tronic-11977769,AUDI A4 Avant 2.0 TFSI quattro S-tronic,"Neue Kette mit 181‘000km 
Ölwechsel und Ölfilter Wechsel durchgeführt",CHF 7'900.–,Calendar icon01.2010Car iconKombiRoad icon181'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon211 PS (155 kW)Drive type iconAllradConsumption icon7.6 l/100 kmG,01.2010,181'000 km,Automat,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,Ja,07.11.2024,Nein,,"AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3 Speichen-Sportlenkrad3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx17 7-Arm-DesignAlu-Räder 7,5Jx17 im 7-Arm-DesignAntiblockiersystem (ABS)Arrow down iconMehr anzeigen",Auto Swiss Salii,"Erlenstrasse 5, 8865 Bilten",,Geschäft 079 955 43 86
1734006929-27,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-avant-27-tdi-sline-11729310,AUDI A4 Avant 2.7 TDI  Sline,,CHF 2'200.–,Calendar icon12.2007Car iconKombiRoad icon340'000 kmGas station iconDieselTransmission iconAutomatVehicle power icon180 PS (132 kW)Drive type iconVorderradantriebConsumption icon6.9 l/100 kmF,12.2007,340'000 km,Automat,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,Nein,03.08.2022,Nein,SLine  Ab platz oder Export,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,AAA Autohandel Grosu,"Hauptstrasse 51, 6418 6418 Rothenthurm",,Geschäft 076 429 66 69
1734006931-28,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-avant-30-v6-11970786,AUDI A4 Avant 3.0 V6,Automat Getriebe Klimaanlage Leder Ausstattung Alufelgen Auto ist fahrbar ideal für ecport,CHF 1'250.–,Calendar icon07.2002Car iconKombiRoad icon233'756 kmGas station iconBenzinTransmission iconAutomatVehicle power icon220 PS (162 kW)Drive type iconVorderradantriebConsumption icon9.7 l/100 kmG,07.2002,233'756 km,Automat,Vorderradantrieb,Kombi,Benzin,220 PS (162 kW),9.7 l/100 km,Nein,07.01.2021,Nein,Automat Klima Leder Alufelgen ideal für Export,"AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAntiblockiersystem (ABS)Applikationen glänzendAssist: Bremsassistent (BAS)Aussenspiegel rechts und links beheizt und elektrisch verstellbar, asphärisch gewölbtes SpiegelglasAussentemperaturanzeigeAutomatikgurt in FondmitteArrow down iconMehr anzeigen",Auto I.A.S,"industrie str 6, 8604 Volketswil",,Geschäft 079 403 20 37
1734006933-29,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=19,,https://www.autoscout24.ch/de/d/audi-a4-cabriolet-18-turbo-11837814,AUDI A4 Cabriolet 1.8 Turbo,,CHF 1'600.–,Calendar icon04.2004Car iconCabrioletRoad icon206'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon8.7 l/100 kmG,04.2004,206'000 km,Schaltgetriebe manuell,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Nein,06.02.2023,Nein,,AusstattungenOptionale Ausstattung3 Speichen-SportlenkradAlu-Räder 7.5Jx16 6-Arm-DesignDekor: Holzapplikationen NussbaumFahrer-Informationssystem mitStoff-/Leder-AusstattungTempomatWindschottSerienmässige Ausstattung5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsArrow down iconMehr anzeigen,JOSEF AUTOS,"IFANGSTRASSE 12, 8603 SCHWERZENBACH",,Geschäft 044 543 56 51
1734006938-30,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-11665766,AUDI A4 Avant 2.0 TDI,"Verkratzt & paar beulen Gebrauchsspuren 
Siehe Bilder",CHF 1'999.–,Calendar icon02.2008Car iconKombiRoad icon271'000 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon140 PS (103 kW)Drive type iconVorderradantriebConsumption icon6.5 l/100 kmF,02.2008,271'000 km,Schaltgetriebe manuell,Vorderradantrieb,Kombi,Diesel,140 PS (103 kW),6.5 l/100 km,Nein,14.02.2022,Nein,,"AusstattungenOptionale AusstattungS line-Sportpaket3 Speichen-SportlenkradAlu-Räder 7,5Jx17 5-Arm-DesignAluminiumapplikationen mattDachhimmel schwarzKreuzstützen für Vordersitze elektrischLederhandbremshebelS-Line SportfahrwerkSportsitze vorneStoff-/Leder-AusstattungWeisse BlinkleuchtenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen",carina autohandel,"für besichtigung erst nachtelefonisch vereinbaren, 8105 regensdorf  zürich",,Geschäft 078 837 86 70
1734006941-31,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-27-tdi-11804613,AUDI A4 Avant 2.7 TDI,,CHF 1'990.–,Calendar icon12.2007Car iconKombiRoad icon273'513 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon180 PS (132 kW)Drive type iconVorderradantriebConsumption icon6.9 l/100 kmF,12.2007,273'513 km,Schaltgetriebe manuell,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,Nein,Nein,Nein,Läuft guet,AusstattungenOptionale AusstattungAdvance Plus PaketNavigationssystemPark Distance Control hintenMetallic-LackierungPaket Innenspiegel abblendbar/Innenspiegel automatisch abblendbarSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenArrow down iconMehr anzeigen,HARB AUTO HANDEL,"Westring 9, 5502 Hunzenschwil",,Geschäft 079 240 71 44
1734006943-32,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-27-tdi-11837109,AUDI A4 Avant 2.7 TDI,,CHF 1'800.–,Calendar icon04.2008Car iconKombiRoad icon307'300 kmGas station iconDieselTransmission iconAutomatVehicle power icon180 PS (132 kW)Drive type iconVorderradantriebConsumption icon6.9 l/100 kmF,04.2008,307'300 km,Automat,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,Nein,Nein,Nein,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,A. Zidan Autohandel GmbH,"Mühlentalstrasse 261, 8200 Schaffhausen",,Mobil 076 410 01 00
1734006945-33,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-18-tfsi-multitronic-11936774,AUDI A4 Avant 1.8 TFSI multitronic,,CHF 2'990.–,Calendar icon06.2008Car iconKombiRoad icon172'000 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon160 PS (118 kW)Drive type iconVorderradantriebConsumption icon7.6 l/100 kmG,06.2008,172'000 km,Stufenlos,Vorderradantrieb,Kombi,Benzin,160 PS (118 kW),7.6 l/100 km,Nein,17.01.2019,Nein,"Mechanisch in sehr gut Zustand, Karosserie hat Dellen sehen Fotos.",AusstattungenOptionale AusstattungKlima: 3-Zonen-KlimatisierungsautomatikMetallic-LackierungPaket AdvancePark Distance Control hintenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat MultitronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7.5Jx16 6-Arm-DesignArrow down iconMehr anzeigen,Tim Automobile / Lancar auto GmbH,"Surhardweg 14, 5102 Rupperswil",,Geschäft 076 327 44 45
1734006948-34,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-20-tdi-10057433,AUDI A4 2.0 TDI,Frisch ab MF K frisch Service top Zustand ?,CHF 7'990.–,Calendar icon11.2008Car iconLimousineRoad icon161'000 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon143 PS (105 kW)Drive type iconVorderradantriebConsumption icon5.1 l/100 km,11.2008,161'000 km,Schaltgetriebe manuell,Vorderradantrieb,Limousine,Diesel,143 PS (105 kW),5.1 l/100 km,Ja,05.10.2022,Nein,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7.5Jx16 6-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Arrow down iconMehr anzeigen,ISSACAR  Gmbh,"Althardstrasse 257, 8105 Regensdorf",,Privat 076 400 80 00
1734006950-35,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-28-quattro-11437691,AUDI A4 2.8 quattro,Lauft gut frisch ab MFK,CHF 2'900.–,Calendar icon07.1996Car iconLimousineRoad icon230'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon174 PS (128 kW)Drive type iconAllradConsumption icon-,07.1996,230'000 km,Automat,Allrad,Limousine,Benzin,174 PS (128 kW),-,Ja,12.04.2024,Nein,Automat Getribe Quattro benzin,AusstattungenOptionale Ausstattung5 Leichtmetallfelgen 15J mit Pneu5-Stufen-AutomatAnhängervorrichtung mit abnehmbarem KugelkopfTempomatSerienmässige Ausstattung5 Leichtmetallfelgen geschmiedet 15J5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAllradantrieb permanentAluminium-ApplikationenArrow down iconMehr anzeigen,AAA Autohandel Grosu,"Hauptstrasse 51, 6418 6418 Rothenthurm",,Geschäft 076 429 66 69
1734006952-36,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-25-tdi-quattro-11560754,AUDI A4 Avant 2.5 TDI quattro,Sehr gepflegtes Fahrzeug! / Anhängerkupplung / Klima / Zahnriemen und Wasserpumpe ersetzt! uvm ..,CHF 5'900.–,Calendar icon10.2002Car iconKombiRoad icon220'000 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon180 PS (132 kW)Drive type iconAllradConsumption icon8 l/100 kmG,10.2002,220'000 km,Schaltgetriebe manuell,Allrad,Kombi,Diesel,180 PS (132 kW),8 l/100 km,Ja,Nein,Nein,"Herzlich Willkommen bei Garage Lumani GmbH!

Vielen Dank, dass Sie sich für unser Angebot entschieden haben.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAllradantrieb permanentAntiblockiersystem (ABS)Applikationen glänzendAssist: Bremsassistent (BAS)Aussenspiegel rechts und links beheiztAussentemperaturanzeigeAutomatikgurt in FondmitteArrow down iconMehr anzeigen,Do-it-Garage-Lumani,"Hofstrasse 99, 8620 Wetzikon ZH",,Geschäft 044 932 19 54
1734006954-37,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-turbo-fsi-quattro-11970533,AUDI A4 Avant 2.0 Turbo FSI quattro,Top Zustand/// frisch ab Service/// frisch ab MFK,CHF 5'900.–,Calendar icon01.2007Car iconKombiRoad icon165'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon200 PS (147 kW)Drive type iconAllradConsumption icon9.1 l/100 kmG,01.2007,165'000 km,Schaltgetriebe manuell,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,Ja,07.11.2024,Nein,"Dass Auto läuft einwandfrei 
Regelmässig Service 
Neue komplett brems Scheiben 
Öl mit Filter 
8 fach bereift fast neue 
Quattro 6 Gang Getriebe","AusstattungenSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx16 7-Arm-DesignAlu-Räder 7,5Jx17 5-Arm-DesignAlu-Räder 7,5X17J im 16-Speichen-DesignAlu-Räder 7,5X17J im 9-Speichen-DesignAlu-Räder 7.5J x 17 im 5-Speichen-DesignArrow down iconMehr anzeigen",Kubi Star Automobile,"Feldstrasse 78, 8180 Bülach",,Geschäft 079 667 66 72
1734006957-38,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-25-tdi-quattro-10980818,AUDI A4 Avant 2.5 TDI quattro,Altenator defekt B 03,CHF 700.–,Calendar icon12.2004Car iconKombiRoad icon406'000 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon180 PS (132 kW)Drive type iconAllradConsumption icon7.4 l/100 kmG,12.2004,406'000 km,Schaltgetriebe manuell,Allrad,Kombi,Diesel,180 PS (132 kW),7.4 l/100 km,Nein,28.11.2019,Nein,"Das Auto steht in der Stadt Langnau am Albis (8135)

Mechanische ist im gut Zustand, lückenlos Serviceheft, der Zahnriemen und Wasser Pumpe sind beim 300000 km ersetzt 
Worden.( ausser Altenator ...",AusstattungenOptionale AusstattungCD-WechslerElektrisches Glasschiebe-/Hebedach mitNavigationssystemSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAllradantrieb permanentAntiblockiersystem (ABS)Applikationen glänzendAssist: Bremsassistent (BAS)Arrow down iconMehr anzeigen,Nicolas,8134 Adliswil,,Geschäft 076 584 55 53
1734006959-39,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-18-tfsi-quattro-11218122,AUDI A4 Avant 1.8 TFSI quattro,Für EXPORT...,CHF 3'900.–,Calendar icon11.2010Car iconKombiRoad icon177'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon160 PS (118 kW)Drive type iconAllradConsumption icon7.7 l/100 kmG,11.2010,177'000 km,Schaltgetriebe manuell,Allrad,Kombi,Benzin,160 PS (118 kW),7.7 l/100 km,Nein,18.03.2020,Nein,Für EXPORT...,AusstattungenOptionale AusstattungAlcantara-AusstattungPaket AdvancePark Distance Control hintenSerienmässige Ausstattung3 Kopfstützen hinten3 Speichen-Sportlenkrad3-Punkt-Sicherheitsgurte auf allen Plätzen3-Zonen-KlimatisierungsautomatikAbschliessbares HandschuhfachAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenArrow down iconMehr anzeigen,Auto Team Wetzikon GmbH,"Fabrikstrasse 5, 8340 Hinwil",,Mobil 079 655 47 89
1734006962-40,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-20-turbo-fsi-quattro-11298254,AUDI A4 2.0 Turbo FSI quattro,"1. Hand, unfallfrei, ab Service und MFK 09.02.2024. 4x4, Automat 200 PS, , PDC hin. Sitz Heizung",CHF 6'899.–,Calendar icon07.2006Car iconLimousineRoad icon122'000 kmGas station iconBenzinTransmission iconAutomatikgetriebeVehicle power icon200 PS (147 kW)Drive type iconAllradConsumption icon9.7 l/100 kmG,07.2006,122'000 km,Automatikgetriebe,Allrad,Limousine,Benzin,200 PS (147 kW),9.7 l/100 km,Ja,26.02.2024,Nein,"Fahrzeug ist in einem sauberen und sehr gepflegtem Zustand, lückenloses Serviceheft Zahnriemen und Wasser Pumpe neu ers., frisch ab Service  frisch ab MFK, 8-fach Bereift","AusstattungenOptionale Ausstattung6-Stufen-Automat TiptronicSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx17 5-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen",Auto Garage shadmann,"Frauenfelderstrasse 13, 8523 Hagenbuch",,Verkauf 079 100 37 10
1734006964-41,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-18tfsi-e85-quattro-11837732,AUDI A4 1.8TFSI E85 quattro,Ab MFK  Motorlampe,CHF 4'990.–,Calendar icon11.2011Car iconLimousineRoad icon192'000 kmGas station iconBioethanolTransmission iconSchaltgetriebe manuellVehicle power icon158 PS (118 kW)Drive type iconAllradConsumption icon7.3 l/100 kmF,11.2011,192'000 km,Schaltgetriebe manuell,Allrad,Limousine,Bioethanol,158 PS (118 kW),7.3 l/100 km,Ja,11.05.2023,Nein,,"AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx16 7-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen",ISSACAR  Gmbh,"Althardstrasse 257, 8105 Regensdorf",,Privat 076 400 80 00
1734006967-42,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=18,,https://www.autoscout24.ch/de/d/audi-a4-avant-30-tdi-quattro-tiptronic-11860074,AUDI A4 Avant 3.0 TDI quattro tiptronic,Ab platz zum verkaufen für Export,CHF 2'800.–,Calendar icon10.2008Car iconKombiRoad icon305'000 kmGas station iconDieselTransmission iconAutomatVehicle power icon239 PS (176 kW)Drive type iconAllradConsumption icon7.2 l/100 kmG,10.2008,305'000 km,Automat,Allrad,Kombi,Diesel,239 PS (176 kW),7.2 l/100 km,Nein,29.10.2020,Nein,"CH Fahrzeug
Aus erster Hand
Zwei Schlüssel
Motor dreht startet aber nicht Batterie ist sehr schwach ob es noch eine Fehler gibt oder etwas defekt wissen wir leider nicht laut Diagnose hat ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen6-Stufen-Automat TiptronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7.5Jx16 6-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,PS Horses Garage & Autohandel,"Schlossstrasse 61, 8207 Schaffhausen",,Mobil 076 343 76 61
